ID,name,community,primary_house,region
Jacaerys_Velaryon,Jacaerys Velaryon,2,House_Velaryon,Crownlands
Jace_(Night's_Watch),Jace (Night's Watch),12,Night's_Watch,Order
Jacelyn_Bywater,Jacelyn Bywater,0,House_Bywater,
Black_Jack_Bulwer,Black Jack Bulwer,12,Night's_Watch,Order
Ginger_Jack,Ginger Jack,7,Windblown,Sellsword
Jack_Crabb,Jack Crabb,12,House_Crabb,Crownlands
Jack-Be-Lucky,Jack-Be-Lucky,4,Brotherhood_without_banners,Outlaw
Jack_Bulwer,Jack Bulwer,12,Night's_Watch,Order
Jack_Musgood,Jack Musgood,5,House_Musgood,Stormlands
Jacks,Jacks,12,House_Stark,North
Jaehaera_Targaryen,Jaehaera Targaryen,2,House_Targaryen,Crownlands
Jaehaerys_I_Targaryen,Jaehaerys I Targaryen,9,House_Targaryen,Crownlands
Jaehaerys_Targaryen_(son_of_Aegon_II),Jaehaerys Targaryen,2,House_Targaryen,Crownlands
Jaehaerys_II_Targaryen,Jaehaerys II Targaryen,7,House_Dayne,Dorne
Jaehaerys_Targaryen_(son_of_Aerys_II),Jaehaerys Targaryen,7,House_Targaryen,Crownlands
Jafer_Flowers,Jafer Flowers,12,Night's_Watch,Order
Jaggot,Jaggot,0,Stone_Crows,Beyond_the_Wall
Jaime_Corbray,Jaime Corbray,13,House_Corbray,Vale
Jaime_Lannister,Jaime Lannister,4,House_Lannister,Westerlands
Jalabhar_Xho,Jalabhar Xho,0,House_Xho,
Jammos_Frey,Jammos Frey,4,House_Frey,Riverlands
Janei_Lannister,Janei Lannister,0,House_Lannister,Westerlands
Janna_Tyrell,Janna Tyrell,0,House_Tyrell,Reach
Janos_Slynt,Janos Slynt,12,House_Slynt,Crownlands
Janyce_Hunter,Janyce Hunter,4,House_Hunter,Vale
Jaqen_H'ghar,Jaqen H'ghar,4,House_Lorch,Westerlands
Jared_Frey,Jared Frey,4,House_Frey,Riverlands
Jaremy_Rykker,Jaremy Rykker,12,Night's_Watch,Order
Jarl,Jarl,12,Mance_Rayder,Beyond_the_Wall
Jarman_Buckwell,Jarman Buckwell,12,House_Buckwell,Crownlands
Jason_Mallister,Jason Mallister,4,House_Mallister,Riverlands
Jason_Lannister,Jason Lannister,2,House_Lannister,Westerlands
Jason_Lannister_(son_of_Gerold),Jason Lannister,1,House_Lannister,Westerlands
Jasper_Arryn,Jasper Arryn,12,House_Arryn,Vale
Jasper_Waynwood,Jasper Waynwood,12,House_Waynwood,Vale
Jasper_Wylde,Jasper Wylde,2,House_Wylde,Stormlands
Jate,Jate,4,,
Jate_Blackberry,Jate Blackberry,5,House_Baratheon_of_Dragonstone,Crownlands
Jax,Jax,12,Night's_Watch,Order
Jayde,Jayde,0,Chataya's_brothel,
Jayne_Bracken,Jayne Bracken,0,House_Bracken,Riverlands
Jayne_Ladybright,Jayne Ladybright,0,House_Ladybright,Dorne
Jeffory_Mallister,Jeffory Mallister,12,House_Mallister,Riverlands
Jena_Dondarrion,Jena Dondarrion,1,House_Dondarrion,Stormlands
Jennelyn_Fowler,Jennelyn Fowler,0,House_Fowler,Dorne
Jennis_Templeton,Jennis Templeton,9,House_Templeton,Vale
Jenny_of_Oldstones,Jenny of Oldstones,7,House_Targaryen,Crownlands
Penny_Jenny,Penny Jenny,1,Pussywillows,
Jeor_Mormont,Jeor Mormont,12,House_Mormont,North
Jeremy_Norridge,Jeremy Norridge,1,House_Norridge,Reach
Jeren,Jeren,12,Night's_Watch,Order
Jessamyn_Manderly,Jessamyn Manderly,9,House_Manderly,North
Jessamyn_Redfort,Jessamyn Redfort,2,House_Redfort,Vale
Grey_Jeyne,Grey Jeyne,12,,
Red_Jeyne,Red Jeyne,12,,
Jeyne_Arryn,Jeyne Arryn,2,House_Arryn,Vale
Jeyne_Beesbury,Jeyne Beesbury,4,House_Beesbury,Reach
Jeyne_Darry,Jeyne Darry,4,House_Darry,Riverlands
Jeyne_Farman,Jeyne Farman,0,House_Farman,Westerlands
Jeyne_Fowler,Jeyne Fowler,0,House_Fowler,Dorne
Jeyne_Harroway,Jeyne Harroway,9,House_Harroway,
Jeyne_Heddle,Jeyne Heddle,0,Brotherhood_without_banners,Outlaw
Jeyne_Lothston,Jeyne Lothston,1,House_Lothston,Riverlands
Jeyne_Marbrand,Jeyne Marbrand,1,House_Marbrand,Westerlands
Jeyne_Merryweather,Jeyne Merryweather,2,House_Merryweather,Reach
Jeyne_Mooton,Jeyne Mooton,2,House_Mooton,Riverlands
Jeyne_Poole,Jeyne Poole,12,House_Stark,North
Jeyne_Poore,Jeyne Poore,9,Poor_Fellows,
Jeyne_Royce,Jeyne Royce,0,House_Royce,Vale
Jeyne_Rowan,Jeyne Rowan,2,House_Rowan,Reach
Jeyne_Swann,Jeyne Swann,7,House_Swann,Stormlands
Jeyne_Waters,Jeyne Waters,2,House_Velaryon,Crownlands
Jeyne_Westerling_(wife_of_Maegor_I),Jeyne Westerling,9,House_Westerling,Westerlands
Jeyne_Westerling,Jeyne Westerling,4,House_Westerling,Westerlands
Jezhene,Jezhene,7,,
Jhaqo,Jhaqo,7,Drogo's_khalasar,
Jhiqui,Jhiqui,7,Drogo,Essos
Jhogo,Jhogo,7,Drogo,Essos
Joanna_Lannister,Joanna Lannister,1,House_Lannister,Westerlands
Jocasta_Lannister,Jocasta Tarbeck,9,House_Tarbeck,Westerlands
Jocelyn_Baratheon,Jocelyn Baratheon,9,House_Baratheon,Stormlands
Jocelyn_Penrose,Jocelyn Penrose,1,House_Penrose,Stormlands
Jocelyn_Stark,Jocelyn Stark,5,House_Stark,North
Jocelyn_Swyft,Jocelyn Swyft,0,House_Swyft,Westerlands
Jodge,Jodge,0,House_Lannister,Westerlands
Joffrey_Arryn,Joffrey Arryn,2,House_Arryn,Vale
Joffrey_Baratheon,Joffrey Baratheon,0,House_Lannister,Westerlands
Joffrey_Caswell,Joffrey Caswell,1,House_Caswell,Reach
Joffrey_Dayne,Joffrey Dayne,9,House_Dayne,Dorne
Joffrey_Doggett,Joffrey Doggett,9,House_Doggett,Westerlands
Joffrey_Lonmouth,Joffrey Lonmouth,2,House_Lonmouth,Stormlands
Joffrey_Staunton,Joffrey Staunton,1,House_Staunton,Crownlands
Joffrey_Velaryon,Joffrey Velaryon,2,House_Velaryon,Crownlands
Johanna_Swann,Johanna Swann,2,House_Swann,Stormlands
Johanna_Lannister,Johanna Westerling,2,House_Westerling,Westerlands
Young_John_Mudd,Young John Mudd,7,Golden_Company,Sellsword
Old_John_Mudd,Old John Mudd,7,Golden_Company,Sellsword
Jojen_Reed,Jojen Reed,12,House_Reed,North
Jokin,Jokin,7,Stormcrows,Sellsword
Jommo,Jommo,7,,
Jommy,Jommy,5,House_Baratheon,Stormlands
Jon_Arryn,Jon Arryn,12,House_Arryn,Vale
Jon_Bettley,Jon Bettley,4,House_Bettley,Westerlands
Jon_Brightstone,Jon Brightstone,13,,
Jon_Bulwer,Jon Bulwer,0,House_Tyrell,Reach
Jon_Cafferen,Jon Cafferen,9,House_Cafferen,Stormlands
Jon_Connington,Jon Connington,7,House_Connington,Stormlands
Jon_Fossoway,Jon Fossoway,5,House_Fossoway_of_New_Barrel,
Jon_Heddle,Jon Heddle,0,Heddle_family,
Jon_Hightower,Jon Hightower,1,House_Hightower,Reach
Jon_Hogg,Jon Hogg,9,House_Hogg,Crownlands
Jon_Lothston,Jon Lothston,7,Golden_Company,Sellsword
Jon_Lychester,Jon Lychester,9,House_Lychester,Riverlands
Jon_Lynderly,Jon Lynderly,0,House_Lynderly,Vale
Jon_Mooton,Jon Mooton,9,House_Mooton,Riverlands
Jon_Myre,Jon Myre,8,House_Myre,
Jon_Penny,Jon Penny,0,,
Jon_Penrose,Jon Penrose,1,House_Penrose,Stormlands
Jon_Piper,Jon Piper,9,House_Piper,Riverlands
Jon_Pox,Jon Pox,0,,
Jon_Rosby,Jon Rosby,9,House_Rosby,Crownlands
Jon_Roxton,Jon Roxton,2,House_Roxton,Reach
Jon_Snow,Jon Snow,12,House_Stark,North
Jon_Tollett,Jon Tollett,9,House_Tollett,Vale
Jon_Umber_(Greatjon),Jon Umber,4,House_Umber,North
Jon_Umber_(Smalljon),Jon Umber,4,House_Umber,North
Jon_Umber_(husband_of_Serena),Jon Umber,2,House_Umber,North
Jon_Waters,Jon Waters,2,House_Velaryon,Crownlands
Jonah_Mooton,Jonah Mooton,9,House_Mooton,Riverlands
Jonelle_Cerwyn,Jonelle Cerwyn,12,House_Cerwyn,North
Jonnel_Stark,Jonnel Stark,2,House_Stark,North
Jonos_Arryn,Jonos Arryn,9,House_Arryn,Vale
Jonos_Bracken,Jonos Bracken,4,House_Bracken,Riverlands
Jonothor_Darry,Jonothor Darry,7,House_Darry,Riverlands
Jonquil,Jonquil,1,,
Jonquil_Darke,Jonquil Darke,9,House_Darklyn,Crownlands
Jorah_Mallister,Jorah Mallister,2,House_Mallister,Riverlands
Jorah_Mormont,Jorah Mormont,7,House_Mormont,North
Joramun,Joramun,12,,
Jordan_Towers,Jordan Towers,9,House_Towers_of_Harrenhal,
Jorelle_Mormont,Jorelle Mormont,4,House_Mormont,North
Jorgen,Jorgen,1,House_Webber,Reach
Jorgen_Velaryon,Jorgen Velaryon,9,House_Velaryon,Crownlands
Jory_Cassel,Jory Cassel,12,House_Cassel,North
Joseran,Joseran,8,Citadel,Order
Joseth,Joseth,12,House_Stark,North
Joseth_Mallister,Joseth Mallister,1,House_Mallister,Riverlands
Joseth_Smallwood,Joseth Smallwood,2,House_Smallwood,Riverlands
Josmyn_Peckledon,Josmyn Peckledon,4,House_Peckledon,Westerlands
Joss_Hood,Joss Hood,0,House_Martell,Dorne
Joss_Stilwood,Joss Stilwood,4,House_Clegane,Westerlands
Joss_the_Gloom,Joss the Gloom,12,,
Josua_Willum,Josua Willum,0,House_Willum,Reach
Joth_Quickbow,Joth Quickbow,4,,
Jothos_Slynt,Jothos Slynt,0,House_Slynt,Crownlands
Joy_Hill,Joy Hill,4,House_Lannister,Westerlands
Joy_Penrose,Joy Penrose,1,House_Penrose,Stormlands
Joyeuse_Erenford,Joyeuse Erenford,4,House_Erenford,Riverlands
Julian_Wormwood,Julian Wormwood,2,House_Wormwood,
Jurne,Jurne,5,Citadel,Order
Justin_Massey,Justin Massey,12,House_Massey,Crownlands
Jyanna_Frey,Jyanna Frey,4,House_Frey,Riverlands
Jyck,Jyck,0,House_Lannister,Westerlands
Jynessa_Blackmont,Jynessa Blackmont,0,House_Blackmont,Dorne
Kaeth,Kaeth,1,Citadel,Order
Karolyn,Karolyn,9,Faith_of_the_Seven,Order
Karyl_Vance,Karyl Vance,4,House_Vance_of_Wayfarer's_Rest,
Kasporio,Kasporio,7,Second_Sons,Sellsword
Kedge_Whiteye,Kedge Whiteye,12,Night's_Watch,Order
Kedry,Kedry,7,Citadel,Order
Kegs,Kegs,12,Night's_Watch,Order
Kella,Kella,0,House_Baelish,Vale
Kem,Kem,7,House_Baratheon_of_Dragonstone,Crownlands
Kemmett_Pyke,Kemmett Pyke,8,,
Kenned_the_Whale,Kenned the Whale,12,,
Lord_Kenning,Lord Kenning,8,House_Kenning_of_Harlaw,
Kennos_of_Kayce,Kennos of Kayce,4,House_Kenning_of_Kayce,
Kermit_Tully,Kermit Tully,2,House_Tully,Riverlands
Kerwin,Kerwin,8,Citadel,Order
Ketter,Ketter,12,Night's_Watch,Order
Kevan_Lannister,Kevan Lannister,0,House_Lannister,Westerlands
Kezmya_Pahl,Kezmya Pahl,7,House_of_Pahl,
Khorane_Sathmantes,Khorane Sathmantes,5,,
Khrazz,Khrazz,7,House_of_Loraq,Essos
Kiera_of_Tyrosh,Kiera of Tyrosh,1,House_Targaryen,Crownlands
Kindly_Man,Kindly Man,12,Faceless_Men,Essos
King_Cutthroat,King Cutthroat,7,,
Kirby_Pimm,Kirby Pimm,1,,
Knight_of_Ninestars_(First_Blackfyre_Rebellion),Knight of Ninestars,1,House_Templeton,Vale
Knight_of_the_Red_Chicken,Knight of the Red Chicken,0,House_Baratheon_of_Dragonstone,Crownlands
Kojja_Mo,Kojja Mo,12,,
Koss,Koss,4,,
Kraznys_mo_Nakloz,Kraznys mo Nakloz,7,House_of_Nakloz,
Kromm,Kromm,12,House_Greyjoy,Iron_Islands
Kurleket,Kurleket,0,House_Bracken,Riverlands
Kurz,Kurz,4,,
Kyle,Kyle,1,House_Caswell,Reach
Kyle_(brotherhood),Kyle,4,Brotherhood_without_banners,Outlaw
Kyle_Condon,Kyle Condon,4,House_Condon,
Kyle_Royce,Kyle Royce,12,House_Royce,Vale
Kyleg,Kyleg of the Wooden Ear,12,Mance_Rayder,Beyond_the_Wall
Kym,Kym,4,Citadel,Order
Kyra,Kyra,12,House_Stark,North
Kyra_Frey,Kyra Frey,4,House_Frey,Riverlands
Kyrie,Kyrie,9,Citadel,Order
Lady_Farts-a-Lot,Lady Farts-a-Lot,9,,
Lady_of_the_Leaves,Lady of the Leaves,4,,
Lady_Stork,Lady Stork,12,Gate_(playhouse),
Laena_Penrose,Laena Penrose,1,House_Penrose,Stormlands
Laena_Velaryon,Laena Velaryon,2,House_Velaryon,Crownlands
Laena_Velaryon_(daughter_of_Alyn),Laena Velaryon,2,House_Velaryon,Crownlands
Laenor_Velaryon,Laenor Velaryon,2,House_Velaryon,Crownlands
Lambert_Turnberry,Lambert Turnberry,0,House_Turnberry,Westerlands
Lambert_Whitewater,Lambert Whitewater,5,House_Baratheon_of_Dragonstone,Crownlands
Lamprey_(gaoler),Lamprey,5,House_Baratheon_of_Dragonstone,Crownlands
Lancel_Lannister,Lancel Lannister,0,House_Lannister,Westerlands
Lancel_IV_Lannister,Lancel IV Lannister,1,,
Lancel_V_Lannister,Lancel V Lannister,1,,
Lann_the_Clever,Lann the Clever,14,House_Lannister,Westerlands
Lanna_(Happy_Port),Lanna,12,Happy_Port,
Lanna_(Peach),Lanna,4,Peach,
Larence_Snow,Larence Snow,12,House_Hornwood,North
Larissa_Velaryon,Larissa Velaryon,9,House_Velaryon,Crownlands
Lark,Lark,12,Night's_Watch,Order
Larra_Blackmont,Larra Blackmont,0,House_Blackmont,Dorne
Larra_Rogare,Larra Rogare,2,House_Rogare,Essos
Larraq,Larraq,7,,
Larys_Strong,Larys Strong,2,House_Strong,Riverlands
Last_hero,Last hero,12,,
Laswell_Peake,Laswell Peake,7,House_Peake,Reach
Layna,Layna,4,,
Leaf,Leaf,12,Three-eyed_crow,
Leana_Frey,Leana Frey,4,House_Frey,Riverlands
Leathers,Leathers,12,Mance_Rayder,Beyond_the_Wall
Lem,Lem,4,Brotherhood_without_banners,Outlaw
Lem_(Standfast),Lem,1,House_Osgrey,Reach
Lemore,Lemore,7,Faith_of_the_Seven,Order
Lenn,Lenn,12,Mance_Rayder,Beyond_the_Wall
Lennocks,Lennocks,4,,
Lenwood_Tawney,Lenwood Tawney,8,House_Tawney,Iron_Islands
Lenyl,Lenyl,12,Mance_Rayder,Beyond_the_Wall
Leo_Costayne,Leo Costayne,2,House_Costayne,Reach
Leo_Lefford,Leo Lefford,0,House_Lefford,Westerlands
Leo_Tyrell_(son_of_Moryn),Leo Tyrell,11,House_Tyrell,Reach
Leo_Tyrell_(Longthorn),Leo Tyrell,1,House_Tyrell,Reach
Leobald_Tallhart,Leobald Tallhart,12,House_Tallhart,North
Leona_Woolfield,Leona Woolfield,4,House_Manderly,North
Leonella_Lefford,Leonella Lefford,4,House_Lefford,Westerlands
Leonette_Fossoway,Leonette Fossoway,0,House_Fossoway,Reach
Leowyn_Corbray,Leowyn Corbray,2,House_Corbray,Vale
Leslyn,Leslyn,12,,
Leslyn_Haigh,Leslyn Haigh,4,House_Haigh,Riverlands
Lester,Lester,0,House_Lannister,Westerlands
Lester_Morrigen,Lester Morrigen,5,House_Morrigen,Stormlands
Lew_(guard),Lew,0,House_Stark,North
Left_Hand_Lew,Left Hand Lew,12,Night's_Watch,Order
Long_Lew,Long Lew,4,House_Tully,Riverlands
Lewis_Lanster,Lewis Lanster,7,Windblown,Sellsword
Lewyn_Martell,Lewyn Martell,7,House_Martell,Dorne
Lewys_the_Fishwife,Lewys the Fishwife,5,House_Baratheon_of_Dragonstone,Crownlands
Lewys_Lydden,Lewys Lydden,4,House_Lydden,Westerlands
Lewys_Piper,Lewys Piper,4,House_Piper,Riverlands
Leygood_(father_of_Lucas),Leygood (father of Lucas),2,House_Leygood,Reach
Leyton_Hightower,Leyton Hightower,0,House_Hightower,Reach
Lharys,Lharys,0,House_Bracken,Riverlands
Liane_Vance,Liane Vance,4,House_Vance_of_Wayfarer's_Rest,
Lianna_Velaryon,Lianna Velaryon,9,House_Velaryon,Crownlands
The_Liddle,The Liddle,12,House_Liddle,North
Lily,Lily,2,Faith_of_the_Seven,Order
Lister,Lister,4,,
Lodos,Lodos,9,,
Lodos_the_Twice-Drowned,Lodos the Twice-Drowned,9,,
Lollys_Stokeworth,Lollys Stokeworth,0,House_Stokeworth,Crownlands
Lomas_Estermont,Lomas Estermont,5,House_Estermont,Stormlands
Lomas_Longstrider,Lomas Longstrider,7,,
Lommy_Greenhands,Lommy Greenhands,4,,
Longwater_Pyke,Longwater Pyke,8,House_Greyjoy,Iron_Islands
Longwaters,Longwaters,1,House_Longwaters,Crownlands
Lonnel_Snow,Lonnel Snow,1,House_Stark,North
Loras_Tyrell,Loras Tyrell,0,House_Tyrell,Reach
Lorcas,Lorcas,11,Citadel,Order
Lorcas_the_Learned,Lorcas the Learned,9,Poor_Fellows,
Lord_of_Bones,Lord of Bones,12,Mance_Rayder,Beyond_the_Wall
Lord_Pigface,Lord Pigface,9,,
Lordling,Lordling,12,Faceless_Men,Essos
Loren_I_Lannister,Loren I Lannister,9,,
Lorence_Roxton,Lorence Roxton,9,House_Roxton,Reach
Lorent_Caswell,Lorent Caswell,7,House_Caswell,Reach
Lorent_Grandison,Lorent Grandison,2,House_Grandison,Stormlands
Lorent_Marbrand,Lorent Marbrand,2,House_Marbrand,Westerlands
Lorent_Tyrell_(steward),Lorent Tyrell,14,House_Tyrell,Reach
Loreon_Lannister,Loreon Lannister,2,,
Loreth_Lansdale,Loreth Lansdale,2,Blacks,Crownlands
Loreza_Sand,Loreza Sand,0,House_Martell,Dorne
Lorimas_Mudd,Lorimas Mudd,7,Golden_Company,Sellsword
Lorimer_the_Belly,Lorimer the Belly,0,House_Lefford,Westerlands
Loron_Greyjoy_(lord),Loron Greyjoy,8,House_Greyjoy,Iron_Islands
Black_Lorren,Black Lorren,12,House_Greyjoy,Iron_Islands
Lorren_Longaxe,Lorren Longaxe,8,,
Lothar,Lothar,1,Citadel,Order
Lothar_Bracken,Lothar Bracken,3,House_Bracken,Riverlands
Lothar_Frey,Lothar Frey,4,House_Frey,Riverlands
Lothar_Mallery,Lothar Mallery,4,House_Mallery,Crownlands
Lotho_Lornel,Lotho Lornel,12,,
Lotho_Rogare,Lotho Rogare,2,House_Rogare,Essos
Lothor_Brune,Lothor Brune,12,House_Baelish,Vale
Lothor_Burley,Lothor Burley,9,House_Burley,North
Loyal_Spear,Loyal Spear,7,Unsullied,Essos
Lucamore_Strong,Lucamore Strong,9,House_Strong,Riverlands
Lucan,Lucan,4,House_Whent,Riverlands
Lucan_(Grand_Maester),Lucan (Grand Maester),9,Citadel,Order
Lucantine_Woodwright,Lucantine Woodwright,0,House_Woodwright,
Lucas_Blackwood,Lucas Blackwood,4,House_Blackwood,Riverlands
Lucas_Codd,Lucas Codd,8,House_Codd,Iron_Islands
Lucas_Harroway,Lucas Harroway,9,House_Harroway,
Lucas_Inchfield,Lucas Inchfield,1,House_Inchfield,Reach
Lucas_Leygood,Lucas Leygood,2,House_Leygood,Reach
Lucas_Lothston_(husband_of_Falena),Lucas Lothston,2,House_Lothston,Riverlands
Lucas_Lothston_(father_of_Manfryd),Lucas Lothston,2,House_Lothston,Riverlands
Lucas_Nayland,Lucas Nayland,1,House_Nayland,Riverlands
Luceon_Frey,Luceon Frey,0,House_Frey,Riverlands
Luceon_of_Tarth,Luceon of Tarth,2,,
Luceon_Templeton,Luceon Templeton,13,House_Templeton,Vale
Lucerys_Velaryon,Lucerys Velaryon,2,House_Velaryon,Crownlands
Lucerys_Velaryon_(master_of_ships),Lucerys Velaryon,1,House_Velaryon,Crownlands
Lucias_Vypren,Lucias Vypren,4,House_Frey,Riverlands
Lucifer_Dryland,Lucifer Dryland,10,,
Lucifer_Justman,Lucifer Justman,3,,
Lucifer_Long,Lucifer Long,7,Windblown,Sellsword
Lucifer_Massey,Lucifer Massey,9,House_Massey,Crownlands
Lucinda_Broome,Lucinda Broome,9,House_Tully,Riverlands
Lucinda_Penrose,Lucinda Penrose,2,House_Penrose,Stormlands
Lucos,Lucos,0,Faith_of_the_Seven,Order
Lucos_Chyttering,Lucos Chyttering,5,House_Chyttering,Crownlands
Luke_of_Longtown,Luke of Longtown,12,Night's_Watch,Order
Lum,Lum,0,House_Lannister,Westerlands
Luthor_Largent,Luthor Largent,2,Blacks,Crownlands
Luthor_Tyrell,Luthor Tyrell,0,House_Tyrell,Reach
Luton,Luton,12,House_Bolton,North
Luwin,Luwin,12,Citadel,Order
Lyanna_Mormont,Lyanna Mormont,4,House_Mormont,North
Lyanna_Stark,Lyanna Stark,12,House_Stark,North
Lyanna_Stark_(daughter_of_Cregan),Lyanna Stark,2,House_Stark,North
Lyanne_Glover,Lyanne Glover,5,House_Glover,North
Lyarra_Stark,Lyarra Stark,12,House_Stark,North
Lyessa_Flint,Lyessa Flint,5,House_Flint_of_Widow's_Watch,
Lyle_Bracken,Lyle Bracken,9,House_Bracken,Riverlands
Lyle_Crakehall,Lyle Crakehall,4,House_Crakehall,Westerlands
Lyman_Beesbury,Lyman Beesbury,2,House_Beesbury,Reach
Lyman_(Archmaester),Lyman,2,Citadel,Order
Lyman_Darry,Lyman Darry,4,House_Darry,Riverlands
Lyman_Lannister,Lyman Lannister,9,House_Lannister,Westerlands
Lymond_Fisher,Lymond Fisher,3,,
Lymond_Goodbrook,Lymond Goodbrook,4,House_Goodbrook,Riverlands
Lymond_Lychester,Lymond Lychester,4,House_Lychester,Riverlands
Lymond_Lynderly,Lymond Lynderly,12,House_Lynderly,Vale
Lymond_Mallister,Lymond Mallister,2,House_Mallister,Riverlands
Lymond_Pease,Lymond Pease,7,Golden_Company,Sellsword
Lymond_Vikary,Lymond Vikary,4,House_Vikary,Westerlands
Lyn_Corbray,Lyn Corbray,12,House_Corbray,Vale
Lynara_Stark,Lynara Stark,2,House_Stark,North
Lynesse_Hightower,Lynesse Hightower,7,House_Hightower,Reach
Lynora_Hill,Lynora Hill,1,House_Lannister,Westerlands
Lyonce,Lyonce,9,Citadel,Order
Lyonel_(knight),Lyonel,4,House_Lannister,Westerlands
Lyonel_Baratheon,Lyonel Baratheon,1,House_Baratheon,Stormlands
Lyonel_Bentley,Lyonel Bentley,2,Blacks,Crownlands
Lyonel_Corbray,Lyonel Corbray,0,House_Corbray,Vale
Lyonel_Deddings,Lyonel Deddings,2,Blacks,Crownlands
Lyonel_Frey,Lyonel Frey,4,House_Frey,Riverlands
Lyonel_Hightower,Lyonel Hightower,2,House_Hightower,Reach
Lyonel_Lorch,Lyonel Lorch,9,House_Lorch,Westerlands
Lyonel_Selmy,Lyonel Selmy,7,House_Selmy,Stormlands
Lyonel_Strong,Lyonel Strong,2,House_Strong,Riverlands
Lyonel_Tyrell_(lord),Lyonel Tyrell,2,House_Tyrell,Reach
Lyra,Lyra,9,Faith_of_the_Seven,Order
Lyra_Hayford,Lyra Hayford,2,House_Hayford,Crownlands
Lyra_Mormont,Lyra Mormont,4,House_Mormont,North
Lysa_Arryn,Lysa Arryn,12,House_Tully,Riverlands
Lysa_Farman,Lysa Farman,2,House_Farman,Westerlands
Lysandro_Rogare,Lysandro Rogare,2,House_Rogare,Essos
Lysara_Rogare,Lysara Rogare,2,House_Rogare,Essos
Lysaro_Rogare,Lysaro Rogare,2,House_Rogare,Essos
Lysono_Maar,Lysono Maar,7,Golden_Company,Sellsword
Lythene_Frey,Lythene Frey,4,House_Frey,Riverlands
Mace_Tyrell,Mace Tyrell,0,House_Tyrell,Reach
Mad_Huntsman,Mad Huntsman,4,Brotherhood_without_banners,Outlaw
Maddy,Maddy,12,House_Arryn,Vale
Maege_Mormont,Maege Mormont,4,House_Mormont,North
Maegelle_Targaryen,Maegelle Targaryen,9,House_Targaryen,Crownlands
Maegon_Targaryen,Maegon Targaryen,6,House_Targaryen,Crownlands
Maegor_I_Targaryen,Maegor I Targaryen,9,House_Targaryen,Crownlands
Maegor_Targaryen_(son_of_Aerion),Maegor Targaryen,1,House_Targaryen,Crownlands
Maegor_Towers,Maegor Towers,9,House_Towers_of_Harrenhal,
Maekar_I_Targaryen,Maekar I Targaryen,1,House_Rogare,Essos
Maelor_Targaryen,Maelor Targaryen,2,House_Targaryen,Crownlands
Maelys_Blackfyre,Maelys Blackfyre,7,House_Blackfyre,Crownlands
Maerie_(goodwife),Maerie,4,,
Maerie_the_Whore,Maerie the Whore,4,,
Maezon_zo_Rhaezn,Maezon zo Rhaezn,7,House_of_Rhaezn,
Mag_Mar_Tun_Doh_Weg,Mag Mar Tun Doh Weg,12,,
Maggy_the_Frog,Maggy the Frog,0,House_Spicer,Westerlands
Mago,Mago,7,Drogo's_khalasar,
Maia_Stokeworth,Maia Stokeworth,1,House_Stokeworth,Crownlands
Maisie,Maisie,12,House_Bolton,North
Maladon_Moore,Maladon Moore,9,Kingsguard,Order
Malaquo_Maegyr,Malaquo Maegyr,7,Tigers_(Volantis),
Malazza,Malazza,7,Wise_Masters,
Malegorn_of_Redpool,Malegorn of Redpool,5,House_Baratheon_of_Dragonstone,Crownlands
Malentine_Velaryon,Malentine Velaryon,2,House_Velaryon,Crownlands
Mallador_Locke,Mallador Locke,12,House_Locke,North
Malleon,Malleon,12,Citadel,Order
Malliard,Malliard,0,Alchemists'_Guild,
Mallor,Mallor,1,,
Mallor_the_Dornishman,Mallor the Dornishman,4,House_Lannister,Westerlands
Malo_Jayn,Malo Jayn,7,Golden_Company,Sellsword
Malora_Hightower,Malora Hightower,0,House_Hightower,Reach
Mancaster,Mancaster,2,Citadel,Order
Mance_Rayder,Mance Rayder,12,Mance_Rayder,Beyond_the_Wall
Mandon_Moore,Mandon Moore,0,Kingsguard,Order
Manfred_Dondarrion,Manfred Dondarrion,1,House_Dondarrion,Stormlands
Manfred_Hightower_(Aegon's_Conquest),Manfred Hightower,9,House_Hightower,Reach
Manfred_Hightower_(son_of_Addam),Manfred Hightower,9,House_Hightower,Reach
Manfred_Lothston,Manfred Lothston,1,House_Lothston,Riverlands
Manfred_Swann,Manfred Swann,7,House_Swann,Stormlands
Manfrey_Martell,Manfrey Martell,0,House_Martell,Dorne
Manfryd_Lothston,Manfryd Lothston,2,House_Lothston,Riverlands
Manfryd_Mooton,Manfryd Mooton,2,House_Mooton,Riverlands
Manfryd_Redwyne,Manfryd Redwyne,9,House_Redwyne,Reach
Manfryd_Yew,Manfryd Yew,4,House_Yew,Westerlands
Manly_Stokeworth,Manly Stokeworth,12,House_Stokeworth,Crownlands
Mara_Manderly,Mara Manderly,9,House_Manderly,North
Mara_Martell,Mara Martell,9,House_Martell,Dorne
Marei,Marei,0,Chataya's_brothel,
Margaery_Tyrell,Margaery Tyrell,0,House_Tyrell,Reach
Marghaz_zo_Loraq,Marghaz zo Loraq,7,House_of_Loraq,Essos
Marianne_Vance,Marianne Vance,4,House_Vance,Riverlands
Maric_Seaworth,Maric Seaworth,5,House_Seaworth,Stormlands
Marilda_of_Hull,Marilda of Hull,2,House_Velaryon,Crownlands
Marillion,Marillion,12,,
Maris_(Mother),Maris,9,Faith_of_the_Seven,Order
Maris_the_Maid,Maris the Maid,14,,
